------------------------------------ Samples: 0->-1 ------------------------------------
0:    -148.870 -30.052-2966.14653206.082
88:   -157.513 -79.1061907.39153206.082
89:   -157.595 -77.0141964.06053206.082
90:   -157.675 -74.8622020.72953206.082
91:   -157.752 -72.6492077.39853206.082
92:   -157.827 -70.3762134.06753206.082
93:   -157.899 -68.0432190.73653206.082
94:   -157.969 -65.6492247.40553206.082
95:   -158.037 -63.2532249.5942055.040
96:   -158.102 -61.0942026.841-209140.281
97:   -158.165 -59.2351746.042-263639.625
98:   -158.226 -57.6741465.244-263639.688
99:   -158.286 -56.4121184.445-263639.688
100:  -158.345 -55.450 903.646-263639.688
101:  -158.404 -54.787 622.847-263639.688
102:  -158.462 -54.422 342.048-263639.688
103:  -158.520 -54.357  61.250-263639.688
104:  -158.578 -54.591-219.549-263639.688
105:  -158.636 -55.124-500.348-263639.688
106:  -158.696 -55.956-781.147-263639.688
107:  -158.757 -57.087-1061.946-263639.688
108:  -158.819 -58.517-1342.744-263639.688
109:  -158.883 -60.246-1623.543-263639.688
110:  -158.950 -62.274-1904.342-263639.688
111:  -159.018 -64.602-2185.141-263639.688
112:  -159.090 -67.228-2465.939-263639.688
113:  -159.165 -70.154-2746.738-263639.688
114:  -159.243 -73.378-3027.537-263639.688
115:  -159.325 -76.902-3308.336-263639.688
116:  -159.411 -80.725-3589.135-263639.688
117:  -159.501 -84.847-3869.934-263639.688
118:  -159.596 -89.267-4150.732-263639.688
119:  -159.696 -93.987-4431.531-263639.688
120:  -159.802 -99.006-4712.330-263639.688
121:  -159.913-104.325-4993.129-263639.688
122:  -160.030-109.942-5273.928-263639.688
123:  -160.153-115.858-5554.727-263639.688
124:  -160.283-122.073-5835.525-263639.688
125:  -160.420-128.588-6116.324-263639.688
126:  -160.565-135.401-6397.123-263639.688
127:  -160.716-142.514-6677.921-263639.688
128:  -160.876-149.925-6958.720-263639.688
129:  -161.044-157.636-7239.519-263639.688
130:  -161.220-165.646-7520.318-263639.688
131:  -161.406-173.955-7801.117-263639.688
132:  -161.600-182.563-8081.916-263639.688
133:  -161.804-191.470-8362.715-263639.688
134:  -162.018-200.676-8643.514-263639.688
135:  -162.242-210.181-8924.312-263639.688
136:  -162.476-219.985-9205.110-263639.688
137:  -162.721-230.088-9485.909-263639.688
138:  -162.977-240.491-9766.708-263639.688
139:  -163.245-251.192-10047.507-263639.688
140:  -163.524-262.193-10328.306-263639.688
141:  -163.815-273.492-10609.104-263639.688
142:  -164.119-284.859-10671.896-58953.828
143:  -164.433-295.318-9820.176799672.562
144:  -164.758-304.615-8728.6971024780.875
145:  -165.091-312.749-7637.2171024781.750
146:  -165.431-319.721-6545.7371024781.750
147:  -165.778-325.530-5454.2571024781.750
148:  -166.130-330.177-4362.7761024781.750
149:  -166.485-333.661-3271.2961024781.750
150:  -166.843-335.983-2179.8161024781.750
151:  -167.202-337.142-1088.3361024781.750
152:  -167.561-337.139   3.1441024781.750
153:  -167.919-335.9731094.6241024781.750
154:  -168.274-333.6452186.1041024781.750
155:  -168.626-330.1543277.5841024781.750
156:  -168.973-325.5004369.0641024781.750
157:  -169.313-319.6845460.5441024781.750
158:  -169.646-312.7066552.0241024781.750
159:  -169.971-304.5657643.5041024781.750
160:  -170.285-295.2618734.9841024781.750
161:  -170.588-284.7959826.4651024781.750
162:  -170.879-273.16710917.9441024781.750
163:  -171.157-260.37612009.4251024781.750
164:  -171.419-246.42213100.9051024781.750
165:  -171.665-231.30614192.3851024781.750
166:  -171.894-215.02715283.8651024781.750
167:  -172.105-197.58616375.3451024781.750
168:  -172.296-178.98317466.8261024781.750
169:  -172.465-159.21618558.3051024781.750
170:  -172.612-138.28819649.7851024781.750
171:  -172.736-116.19620741.2661024781.750
172:  -172.835 -92.94321832.7461024781.750
173:  -172.908 -68.52622924.2271024781.750
174:  -172.954 -42.94824015.7051024781.750
175:  -172.971 -16.20625107.1861024781.750
176:  -172.959  11.69726198.6661024781.750
177:  -172.915  40.76427290.1461024781.750
178:  -172.840  70.99328381.6271024781.750
179:  -172.731 102.38429473.1051024781.750
180:  -172.587 134.93830564.5861024781.750
181:  -172.407 168.65431656.0661024781.750
182:  -172.190 203.53332747.5471024781.750
183:  -171.935 239.57533839.0271024781.750
184:  -171.641 276.77934930.5081024781.750
185:  -171.305 315.14536021.9881024781.750
186:  -170.927 354.67437113.4691024781.750
187:  -170.506 395.36638204.9451024781.750
188:  -170.040 437.22039296.4261024781.750
189:  -169.529 480.11440273.199917085.000
190:  -168.971 523.52840761.105458090.344
191:  -168.367 567.32341118.797335834.094
192:  -167.716 611.49941476.488335833.000
193:  -167.017 656.05641834.180335833.000
194:  -166.270 700.99442191.871335833.000
195:  -165.476 746.31342549.562335833.000
196:  -164.632 792.01342907.254335833.000
197:  -163.739 838.09443264.941335833.000
198:  -162.797 884.55643622.633335833.000
199:  -161.805 931.39843980.324335833.000
200:  -160.763 978.62244338.016335833.000
201:  -159.6701026.22744695.707335833.000
202:  -158.5261074.21345053.398335833.000
203:  -157.3301122.57945411.090335833.000
204:  -156.0831171.32745768.777335833.000
205:  -154.7831220.45646126.469335833.000
206:  -153.4301269.96546484.160335833.000
207:  -152.0241319.85646841.852335833.000
208:  -150.5651370.12747199.543335833.000
209:  -149.0521420.78047557.234335833.000
210:  -147.4841471.81347914.926335833.000
211:  -145.8621523.22848272.613335833.000
212:  -144.1841575.02348630.305335833.000
213:  -142.4511627.20048987.996335833.000
214:  -140.6621679.75749345.688335833.000
215:  -138.8171732.69549703.379335833.000
216:  -136.9141786.01550061.070335833.000
217:  -134.9551839.71550418.762335833.000
218:  -132.9381893.79650776.449335833.000
219:  -130.8631948.25951134.141335833.000
220:  -128.7292003.10251491.832335833.000
221:  -126.5372058.32651849.523335833.000
222:  -124.2852113.93152207.215335833.000
223:  -121.9742169.91752564.906335833.000
224:  -119.6032226.28452922.598335833.000
225:  -117.1712283.03253280.285335833.000
226:  -114.6792340.16153637.977335833.000
227:  -112.1252397.67153995.668335833.000
228:  -109.5102455.56254353.359335833.000
229:  -106.8322513.83454711.051335833.000
230:  -104.0932572.48755068.742335833.000
231:  -101.2902631.52155426.434335833.000
232:   -98.4242690.93655784.121335833.000
233:   -95.4942750.73256141.812335833.000
234:   -92.5002810.90856499.504335833.000
235:   -89.4422871.46656857.195335833.000
236:   -86.3192931.96356799.984-53713.750
237:   -83.1342990.48654946.223-1740483.500
238:   -79.8893046.51652606.305-2196930.750
239:   -76.5873100.05450266.375-2196938.500
240:   -73.2313151.10047926.449-2196938.500
241:   -69.8233199.65345586.520-2196938.500
242:   -66.3663245.71443246.594-2196938.500
243:   -62.8633289.28340906.668-2196938.500
244:   -59.3163330.36038566.738-2196938.500
245:   -55.7273368.94536226.812-2196938.500
246:   -52.1013405.03733886.887-2196938.500
247:   -48.4383438.63831546.957-2196938.500
248:   -44.7433469.74629207.031-2196938.500
249:   -41.0173498.36126867.104-2196938.500
250:   -37.2633524.48524527.176-2196938.500
251:   -33.4843548.11622187.250-2196938.500
252:   -29.6823569.25519847.322-2196938.500
253:   -25.8613587.90217507.395-2196938.500
254:   -22.0223604.05715167.468-2196938.500
255:   -18.1693617.71912827.540-2196938.500
256:   -14.3043628.88910487.613-2196938.500
257:   -10.4303637.5678147.686-2196938.500
258:    -6.5493643.7535807.758-2196938.500
259:    -2.6643647.4473467.831-2196938.500
260:     1.2223648.6481127.904-2196938.500
261:     5.1073647.357-1212.023-2196938.500
262:     8.9883643.574-3551.950-2196938.500
263:    12.8623637.299-5891.878-2196938.500
264:    16.7273628.531-8231.805-2196938.500
265:    20.5793617.271-10571.732-2196938.500
266:    24.4173603.519-12911.659-2196938.500
267:    28.2383587.275-15251.587-2196938.500
268:    32.0393568.539-17591.514-2196938.500
269:    35.8173547.310-19931.441-2196938.500
270:    39.5703523.589-22271.369-2196938.500
271:    43.2953497.376-24611.295-2196938.500
272:    46.9893468.670-26951.223-2196938.500
273:    50.6513437.473-29291.150-2196938.500
274:    54.2763403.783-31631.078-2196938.500
275:    57.8633367.601-33971.004-2196938.500
276:    61.4083328.927-36310.934-2196938.500
277:    64.9103287.760-38650.859-2196938.500
278:    68.3653244.102-40990.785-2196938.500
279:    71.7713197.951-43330.715-2196938.500
280:    75.1263149.308-45670.641-2196938.500
281:    78.4253098.172-48010.566-2196938.500
282:    81.6683044.545-50350.496-2196938.500
283:    84.8522988.823-52316.902-1846243.750
284:    87.9752932.757-52640.055-303406.719
285:    91.0392876.827-52511.453120743.820
286:    94.0442821.035-52382.840120756.125
287:    96.9892765.380-52254.223120756.125
288:    99.8752709.862-52125.605120756.125
289:   102.7032654.480-51996.992120756.125
290:   105.4712599.236-51868.375120756.125
291:   108.1812544.129-51739.762120756.125
292:   110.8322489.159-51611.145120756.125
293:   113.4252434.325-51482.527120756.125
294:   115.9592379.629-51353.914120756.125
295:   118.4362325.070-51225.297120756.125
296:   120.8542270.647-51096.684120756.125
297:   123.2152216.362-50968.066120756.125
298:   125.5182162.214-50839.453120756.125
299:   127.7632108.202-50710.836120756.125
300:   129.9512054.328-50582.219120756.125
301:   132.0822000.591-50453.605120756.125
302:   134.1561946.990-50324.988120756.125
303:   136.1721893.527-50196.375120756.125
304:   138.1321840.200-50067.758120756.125
305:   140.0361787.011-49939.141120756.125
306:   141.8821733.958-49810.527120756.125
307:   143.6731681.043-49681.910120756.125
308:   145.4071628.264-49553.297120756.125
309:   147.0851575.623-49424.680120756.125
310:   148.7081523.118-49296.062120756.125
311:   150.2741470.751-49167.449120756.125
312:   151.7851418.520-49038.832120756.125
313:   153.2401366.427-48910.219120756.125
314:   154.6401314.470-48781.602120756.125
315:   155.9851262.651-48652.984120756.125
316:   157.2751210.968-48524.371120756.125
317:   158.5101159.422-48395.754120756.125
318:   159.6901108.014-48267.141120756.125
319:   160.8151056.742-48138.523120756.125
320:   161.8871005.607-48009.910120756.125
321:   162.903 954.610-47881.293120756.125
322:   163.866 903.749-47752.676120756.125
323:   164.774 853.025-47624.062120756.125
324:   165.629 802.439-47495.445120756.125
325:   166.430 751.989-47366.832120756.125
326:   167.177 701.676-47238.215120756.125
327:   167.871 651.500-47109.598120756.125
328:   168.512 601.462-46980.984120756.125
329:   169.099 551.560-46852.367120756.125
330:   169.634 501.976-46554.109280034.062
331:   170.117 453.517-45497.566991976.750
332:   170.550 406.409-44229.2461190816.500
333:   170.934 360.652-42960.9141190825.500
334:   171.271 316.246-41692.5861190825.500
335:   171.562 273.191-40424.2541190825.500
336:   171.808 231.486-39155.9221190825.500
337:   172.012 191.133-37887.5941190825.500
338:   172.174 152.130-36619.2621190825.500
339:   172.296 114.478-35350.9301190825.500
340:   172.379  78.177-34082.5981190825.500
341:   172.425  43.227-32814.2701190825.500
342:   172.435   9.628-31545.9381190825.500
343:   172.411 -22.620-30277.6071190825.500
344:   172.354 -53.517-29009.2751190825.500
345:   172.266 -83.064-27740.9451190825.500
346:   172.147-111.259-26472.6131190825.500
347:   172.000-138.104-25204.2831190825.500
348:   171.826-163.598-23935.9531190825.500
349:   171.626-187.741-22667.6211190825.500
350:   171.402-210.533-21399.2911190825.500
351:   171.155-231.974-20130.9591190825.500
352:   170.886-252.064-18862.6291190825.500
353:   170.598-270.804-17594.2991190825.500
354:   170.291-288.192-16325.9671190825.500
355:   169.967-304.230-15057.6361190825.500
356:   169.627-318.917-13789.3061190825.500
357:   169.273-332.253-12520.9751190825.500
358:   168.907-344.238-11252.6441190825.500
359:   168.529-354.872-9984.3121190825.500
360:   168.141-364.155-8715.9811190825.500
361:   167.745-372.088-7447.6511190825.500
362:   167.341-378.669-6179.3201190825.500
363:   166.932-383.900-4910.9891190825.500
364:   166.519-387.779-3642.6581190825.500
365:   166.104-390.308-2374.3271190825.500
366:   165.687-391.486-1105.9961190825.500
367:   165.270-391.313 162.3351190825.500
368:   164.855-389.7901430.6651190825.500
369:   164.443-386.9152698.9961190825.500
370:   164.035-382.6893967.3271190825.500
371:   163.633-377.1135235.6581190825.500
372:   163.239-370.1866503.9891190825.500
373:   162.854-361.9087772.3201190825.500
374:   162.478-352.2789040.6501190825.500
375:   162.115-341.29810308.9811190825.500
376:   161.764-328.96811577.3121190825.500
377:   161.428-315.53612611.283970786.688
378:   161.107-302.13612580.924-28504.182
379:   160.799-289.09012248.580-312035.062
380:   160.504-276.39811916.216-312053.969
381:   160.223-264.06011583.852-312053.969
382:   159.955-252.07711251.487-312053.969
383:   159.699-240.44710919.123-312053.969
384:   159.454-229.17110586.759-312053.969
385:   159.222-218.24910254.395-312053.969
386:   159.001-207.6819922.031-312053.969
387:   158.790-197.4689589.667-312053.969
388:   158.591-187.6089257.303-312053.969
389:   158.401-178.1028924.938-312053.969
390:   158.221-168.9508592.574-312053.969
391:   158.050-160.1528260.210-312053.969
392:   157.889-151.7087927.846-312053.969
393:   157.736-143.6197595.482-312053.969
394:   157.591-135.8837263.118-312053.969
395:   157.454-128.5016930.753-312053.969
396:   157.325-121.4736598.389-312053.969
397:   157.203-114.7996266.025-312053.969
398:   157.087-108.4795933.661-312053.969
399:   156.978-102.5145601.297-312053.969
400:   156.875 -96.9025268.933-312053.969
401:   156.777 -91.6444936.568-312053.969
402:   156.685 -86.7404604.205-312053.969
403:   156.597 -82.1904271.840-312053.969
404:   156.514 -77.9943939.476-312053.969
405:   156.435 -74.1523607.112-312053.969
406:   156.360 -70.6643274.748-312053.969
407:   156.288 -67.5312942.384-312053.969
408:   156.219 -64.7512610.020-312053.969
409:   156.153 -62.3252277.655-312053.969
410:   156.088 -60.2531945.291-312053.969
411:   156.026 -58.5351612.927-312053.969
412:   155.965 -57.1711280.563-312053.969
413:   155.905 -56.161 948.199-312053.969
414:   155.846 -55.505 615.835-312053.969
415:   155.787 -55.203 283.470-312053.969
416:   155.729 -55.255 -48.894-312053.969
417:   155.669 -55.661-381.258-312053.969
418:   155.609 -56.421-713.622-312053.969
419:   155.548 -57.536-1045.986-312053.969
420:   155.485 -59.004-1378.350-312053.969
421:   155.420 -60.826-1710.714-312053.969
422:   155.353 -63.002-2043.079-312053.969
423:   155.283 -65.532-2375.443-312053.969
424:   155.211 -68.353-2648.724-256581.281
425:   155.135 -71.175-2649.380-616.363
426:   155.056 -73.914-2571.45673162.250
427:   154.975 -76.569-2493.52573169.156
428:   154.890 -79.142-2415.59373169.156
429:   154.803 -81.632-2337.66273169.156
430:   154.714 -84.039-2259.73073169.156
431:   154.622 -86.363-2181.79973169.156
432:   154.527 -88.603-2103.86873169.156
433:   154.431 -90.761-2025.93673169.156
434:   154.332 -92.836-1948.00573169.156
435:   154.231 -94.828-1870.07473169.156
436:   154.128 -96.737-1792.14273169.156
437:   154.023 -98.562-1714.21173169.156
438:   153.916-100.305-1636.27973169.156
439:   153.807-101.965-1558.34873169.156
440:   153.697-103.542-1480.41773169.156
441:   153.585-105.035-1402.48573169.156
442:   153.472-106.446-1324.55473169.156
443:   153.357-107.774-1246.62273169.156
444:   153.241-109.019-1168.69173169.156
445:   153.124-110.180-1090.76073169.156
446:   153.005-111.259-1012.82873169.156
447:   152.886-112.255-934.89773169.156
448:   152.765-113.168-856.96573169.156
449:   152.644-113.997-779.03473169.156
450:   152.521-114.744-701.10373169.156
451:   152.398-115.408-623.17173169.156
452:   152.275-115.989-545.24073169.156
453:   152.151-116.486-467.30873169.156
454:   152.026-116.901-389.37773169.156
455:   151.902-117.233-311.44673169.156
456:   151.776-117.481-233.51473169.156
457:   151.651-117.647-155.58373169.156
458:   151.526-117.730 -77.65173169.156
459:   151.400-117.730   0.28073169.156
460:   151.275-117.646  78.21173169.156
461:   151.150-117.480 156.14373169.156
462:   151.025-117.231 234.07473169.156
463:   150.900-116.898 312.00673169.156
464:   150.776-116.483 389.93773169.156
465:   150.653-115.985 467.86873169.156
466:   150.530-115.403 545.80073169.156
467:   150.408-114.739 623.73173169.156
468:   150.286-113.992 701.66373169.156
469:   150.166-113.161 779.59473169.156
470:   150.046-112.248 857.52573169.156
471:   149.928-111.268 919.98758644.469
472:   149.810-110.299 909.920-9451.651
473:   149.694-109.363 878.616-29390.703
474:   149.578-108.461 847.310-29393.225
475:   149.464-107.592 816.004-29393.225
476:   149.350-106.756 784.697-29393.225
477:   149.237-105.953 753.391-29393.225
478:   149.125-105.184 722.085-29393.225
479:   149.014-104.449 690.779-29393.225
480:   148.903-103.746 659.472-29393.225
481:   148.794-103.077 628.166-29393.225
482:   148.684-102.442 596.860-29393.225
483:   148.576-101.839 565.553-29393.225
484:   148.468-101.270 534.247-29393.225
485:   148.361-100.734 502.941-29393.225
486:   148.254-100.232 471.634-29393.225
487:   148.148 -99.763 440.328-29393.225
488:   148.042 -99.328 409.022-29393.225
489:   147.937 -98.925 377.716-29393.225
490:   147.832 -98.556 346.409-29393.225
491:   147.727 -98.221 315.103-29393.225
492:   147.623 -97.918 283.797-29393.225
493:   147.519 -97.649 252.490-29393.225
494:   147.415 -97.414 221.184-29393.225
495:   147.312 -97.212 189.878-29393.225
496:   147.208 -97.043 158.572-29393.225
497:   147.105 -96.907 127.265-29393.225
498:   147.002 -96.805  95.959-29393.225
499:   146.899 -96.736  64.653-29393.225
500:   146.796 -96.701  33.346-29393.225
501:   146.693 -96.698   2.040-29393.225
502:   146.590 -96.730 -29.266-29393.225
503:   146.487 -96.794 -60.573-29393.225
504:   146.383 -96.892 -91.879-29393.225
505:   146.280 -97.023-123.185-29393.225
506:   146.177 -97.188-154.491-29393.225
507:   146.073 -97.386-185.798-29393.225
508:   145.969 -97.617-217.104-29393.225
509:   145.865 -97.881-248.410-29393.225
510:   145.760 -98.179-279.717-29393.225
511:   145.655 -98.511-311.023-29393.225
512:   145.550 -98.875-342.329-29393.225
513:   145.444 -99.273-373.635-29393.225
514:   145.338 -99.704-404.942-29393.225
515:   145.231-100.169-436.248-29393.225
516:   145.124-100.667-467.554-29393.225
517:   145.016-101.198-498.861-29393.225
518:   144.908-101.756-523.193-22845.037
519:   144.799-102.303-514.3018348.030
520:   144.689-102.831-495.52817626.195
521:   144.579-103.339-476.75317627.734
522:   144.469-103.827-457.97817627.734
523:   144.358-104.295-439.20317627.734
524:   144.246-104.742-420.42817627.734
525:   144.134-105.170-401.65317627.734
526:   144.022-105.578-382.87817627.734
527:   143.909-105.966-364.10317627.734
528:   143.796-106.334-345.32717627.734
529:   143.682-106.681-326.55217627.734
530:   143.568-107.009-307.77717627.734
531:   143.454-107.317-289.00217627.734
532:   143.339-107.605-270.22717627.734
533:   143.224-107.873-251.45217627.734
534:   143.109-108.120-232.67717627.734
535:   142.994-108.348-213.90217627.734
536:   142.878-108.556-195.12717627.734
537:   142.762-108.744-176.35217627.734
538:   142.646-108.912-157.57717627.734
539:   142.530-109.060-138.80217627.734
540:   142.414-109.187-120.02717627.734
541:   142.297-109.295-101.25217627.734
542:   142.181-109.383 -82.47717627.734
543:   142.064-109.451 -63.70217627.734
544:   141.948-109.499 -44.92717627.734
545:   141.831-109.527 -26.15217627.734
546:   141.714-109.535  -7.37717627.734
547:   141.598-109.522  11.39817627.734
548:   141.481-109.490  30.17317627.734
549:   141.364-109.438  48.94817627.734
550:   141.248-109.366  67.72317627.734
551:   141.132-109.274  86.49917627.734
552:   141.015-109.162 105.27417627.734
553:   140.899-109.030 124.04917627.734
554:   140.783-108.878 142.82417627.734
555:   140.667-108.705 161.59917627.734
556:   140.552-108.513 180.37417627.734
557:   140.436-108.301 199.14917627.734
558:   140.321-108.069 217.92417627.734
559:   140.207-107.817 236.69917627.734
560:   140.092-107.545 255.47417627.734
561:   139.978-107.253 274.24917627.734
562:   139.864-106.941 293.02417627.734
563:   139.750-106.609 311.79917627.734
564:   139.637-106.256 330.57417627.734
565:   139.524-105.887 347.26715672.623
566:   139.412-105.510 353.8806209.449
567:   139.300-105.129 357.4493350.199
568:   139.188-104.744 361.0163349.593
569:   139.077-104.356 364.5843349.593
570:   138.967-103.964 368.1513349.593
571:   138.856-103.568 371.7193349.593
572:   138.746-103.168 375.2873349.593
573:   138.637-102.765 378.8543349.593
574:   138.528-102.358 382.4223349.593
575:   138.419-101.946 385.9893349.593
576:   138.311-101.532 389.5573349.593
577:   138.204-101.113 393.1253349.593
578:   138.096-100.690 396.6923349.593
579:   137.989-100.264 400.2603349.593
580:   137.883 -99.834 403.8273349.593
581:   137.777 -99.400 407.3953349.593
582:   137.672 -98.962 410.9633349.593
583:   137.567 -98.521 414.5303349.593
584:   137.462 -98.075 418.0983349.593
585:   137.359 -97.626 421.6653349.593
586:   137.255 -97.173 425.2333349.593
587:   137.152 -96.717 428.8013349.593
588:   137.049 -96.256 432.3683349.593
589:   136.947 -95.792 435.9363349.593
590:   136.846 -95.324 439.5033349.593
591:   136.745 -94.852 443.0713349.593
592:   136.644 -94.376 446.6393349.593
593:   136.544 -93.897 450.2063349.593
594:   136.445 -93.413 453.7743349.593
595:   136.346 -92.926 457.3413349.593
596:   136.247 -92.435 460.9093349.593
597:   136.150 -91.941 464.4773349.593
598:   136.052 -91.442 468.0443349.593
599:   135.955 -90.940 471.6123349.593
600:   135.859 -90.434 475.1793349.593
601:   135.763 -89.924 478.7473349.593
602:   135.668 -89.410 482.3153349.593
603:   135.573 -88.893 485.8823349.593
604:   135.479 -88.371 489.4503349.593
605:   135.386 -87.846 493.0173349.593
606:   135.293 -87.317 496.5853349.593
607:   135.200 -86.785 500.1533349.593
608:   135.108 -86.248 503.7203349.593
609:   135.017 -85.708 507.2883349.593
610:   134.926 -85.164 510.8553349.593
611:   134.836 -84.616 514.4233349.593
612:   134.747 -84.066 516.5582004.626
613:   134.658 -83.521 511.648-4610.119
614:   134.569 -82.983 504.576-6640.269
615:   134.481 -82.453 497.503-6640.808
616:   134.394 -81.931 490.430-6640.808
617:   134.307 -81.416 483.357-6640.808
618:   134.221 -80.909 476.283-6640.808
619:   134.136 -80.409 469.210-6640.808
620:   134.051 -79.917 462.137-6640.808
621:   133.966 -79.432 455.064-6640.808
622:   133.882 -78.955 447.991-6640.808
623:   133.798 -78.486 440.918-6640.808
624:   133.715 -78.023 433.845-6640.808
625:   133.633 -77.569 426.772-6640.808
626:   133.550 -77.122 419.699-6640.808
627:   133.469 -76.682 412.626-6640.808
628:   133.388 -76.250 405.553-6640.808
629:   133.307 -75.826 398.480-6640.808
630:   133.226 -75.409 391.407-6640.808
631:   133.147 -75.000 384.334-6640.808
632:   133.067 -74.598 377.261-6640.808
633:   132.988 -74.204 370.188-6640.808
634:   132.909 -73.817 363.115-6640.808
635:   132.831 -73.438 356.042-6640.808
636:   132.753 -73.066 348.969-6640.808
637:   132.676 -72.702 341.896-6640.808
638:   132.599 -72.345 334.823-6640.808
639:   132.522 -71.996 327.750-6640.808
640:   132.446 -71.655 320.677-6640.808
641:   132.370 -71.321 313.604-6640.808
642:   132.294 -70.994 306.531-6640.808
643:   132.219 -70.675 299.458-6640.808
644:   132.144 -70.364 292.385-6640.808
645:   132.070 -70.060 285.312-6640.808
646:   131.995 -69.764 278.239-6640.808
647:   131.921 -69.475 271.166-6640.808
648:   131.848 -69.193 264.093-6640.808
649:   131.774 -68.920 257.020-6640.808
650:   131.701 -68.654 249.947-6640.808
651:   131.628 -68.395 242.874-6640.808
652:   131.556 -68.144 235.801-6640.808
653:   131.483 -67.900 228.727-6640.808
654:   131.411 -67.664 221.654-6640.808
655:   131.339 -67.435 214.581-6640.808
656:   131.268 -67.214 207.508-6640.808
657:   131.196 -67.001 200.435-6640.808
658:   131.125 -66.795 193.362-6640.808
659:   131.054 -66.596 186.925-6043.542
660:   130.984 -66.400 183.668-3058.749
661:   130.913 -66.207 181.401-2128.248
662:   130.843 -66.016 179.134-2127.944
663:   130.773 -65.828 176.868-2127.944
664:   130.703 -65.642 174.602-2127.944
665:   130.633 -65.458 172.335-2127.944
666:   130.564 -65.277 170.069-2127.944
667:   130.494 -65.099 167.802-2127.944
668:   130.425 -64.922 165.536-2127.944
669:   130.356 -64.748 163.269-2127.944
670:   130.287 -64.577 161.003-2127.944
671:   130.219 -64.408 158.736-2127.944
672:   130.150 -64.241 156.470-2127.944
673:   130.082 -64.077 154.204-2127.944
